school,female,age,cohab,mjob,fjob,tutoring,motivation,romantic,spr,health,por1,por2,por3,alc,por1_fail,por2_fail,por3_fail
GP,1,18,0,at_home,teacher,0,1,0,4,3,0,11,11,1,1,0,0
GP,1,17,1,at_home,other,0,1,0,5,3,9,11,11,1,1,0,0
GP,1,15,1,at_home,other,0,1,0,4,3,12,13,12,2.5,0,0,0
GP,1,15,1,health,services,0,1,1,3,5,14,14,14,1,0,0,0
GP,1,16,1,other,other,0,1,0,4,5,11,13,13,1.5,0,0,0
GP,0,16,1,services,other,0,1,0,5,5,12,12,13,1.5,0,0,0
GP,0,16,1,other,other,0,1,0,4,3,13,12,13,1,0,0,0
GP,1,17,0,other,teacher,0,1,0,4,1,10,13,13,1,0,0,0
GP,0,15,0,services,other,0,1,0,4,1,15,16,17,1,0,0,0
GP,0,15,1,other,other,0,1,0,5,5,12,12,13,1,0,0,0
GP,1,15,1,teacher,health,0,1,0,3,2,14,14,14,1.5,0,0,0
GP,1,15,1,services,other,0,1,0,5,4,10,12,13,1,0,0,0
GP,0,15,1,health,services,0,1,0,4,5,12,13,12,2,0,0,0
GP,0,15,1,teacher,other,0,1,0,5,3,12,12,13,1.5,0,0,0
GP,0,15,0,other,other,0,1,1,4,3,14,14,15,1,0,0,0
GP,1,16,1,health,other,0,1,0,4,2,17,17,17,1.5,0,0,0
GP,1,16,1,services,services,0,1,0,3,2,13,13,14,1.5,0,0,0
GP,1,16,1,other,other,0,1,0,5,4,13,14,14,1,0,0,0
GP,0,17,1,services,services,1,1,0,5,5,8,8,7,3,1,1,1
GP,0,16,1,health,other,0,1,0,3,5,12,12,12,2,0,0,0
GP,0,15,1,teacher,other,0,1,0,4,1,12,13,14,1,0,0,0
GP,0,15,1,health,health,1,1,0,5,5,11,12,12,1,0,0,0
GP,0,16,1,teacher,other,0,1,0,4,5,12,13,14,2,0,0,0
GP,0,16,1,other,other,0,1,0,5,5,10,10,10,3,0,0,0
GP,1,15,1,services,health,0,1,0,4,5,10,11,10,1,0,0,0
GP,1,16,1,services,services,0,1,0,1,5,10,11,12,2,0,0,0
GP,0,15,1,other,other,0,1,0,4,5,11,12,12,1.5,0,0,0
GP,0,15,1,health,services,0,1,0,2,1,11,11,11,3,0,0,0
GP,0,16,0,services,other,1,1,0,5,5,12,12,13,1,0,0,0
GP,0,16,1,teacher,teacher,1,1,1,4,5,12,11,12,5,0,0,0
GP,0,15,1,health,services,1,1,0,5,5,10,11,11,3.5,0,0,0
GP,0,15,1,services,services,0,1,0,4,5,15,15,15,1,0,0,0
GP,0,15,1,teacher,at_home,0,1,1,4,5,13,14,15,1,0,0,0
GP,0,15,1,other,other,0,1,0,5,2,13,12,12,1,0,0,0
GP,0,16,1,other,other,0,1,0,5,5,12,12,12,1,0,0,0
GP,1,15,1,other,other,0,1,0,3,5,11,11,11,1,0,0,0
GP,0,15,1,teacher,services,0,1,0,5,4,14,14,14,1,0,0,0
GP,0,16,0,other,teacher,0,1,1,2,5,13,13,13,1,0,0,0
GP,1,15,1,services,health,0,1,0,4,5,11,12,12,1,0,0,0
GP,1,15,1,at_home,other,0,1,0,4,2,14,13,12,1,0,0,0
GP,1,16,1,other,other,0,1,1,3,3,11,11,10,1.5,0,0,0
GP,0,15,1,teacher,other,0,1,1,5,5,10,11,11,3,0,0,0
GP,0,15,1,services,teacher,0,1,0,4,5,14,15,15,1,0,0,0
GP,0,15,1,services,services,0,1,0,5,1,9,10,10,1,1,0,0
GP,1,16,1,other,at_home,0,1,0,4,5,10,11,11,2,0,0,0
GP,1,15,0,other,other,1,1,1,5,5,10,11,11,1,0,0,0
GP,1,16,0,other,services,0,1,0,2,3,13,12,13,2.5,0,0,0
GP,0,16,1,health,services,0,1,0,4,2,17,17,17,1,0,0,0
GP,0,15,1,teacher,other,0,1,0,4,5,11,12,13,2,0,0,0
GP,1,15,1,services,teacher,0,1,0,4,3,13,12,12,1,0,0,0
GP,1,16,1,services,services,0,1,0,4,4,14,13,13,2.5,0,0,0
GP,1,15,1,health,other,0,1,0,4,5,16,14,16,1,0,0,0
GP,0,15,0,health,health,0,1,0,5,5,10,9,9,3.5,0,1,1
GP,1,15,1,services,services,0,1,0,3,5,13,12,12,2.5,0,0,0
GP,1,15,0,other,other,0,1,0,5,1,13,12,13,4,0,0,0
GP,1,16,0,other,other,0,1,1,5,2,12,13,12,1,0,0,0
GP,1,15,0,services,services,0,1,0,4,1,15,14,15,1,0,0,0
GP,0,15,1,teacher,health,0,1,0,3,5,15,15,16,1,0,0,0
GP,0,15,1,other,at_home,0,1,0,4,5,14,13,14,1,0,0,0
GP,1,16,1,services,other,1,1,0,4,5,16,15,16,1,0,0,0
GP,1,16,1,health,teacher,0,1,0,2,4,17,16,16,2.5,0,0,0
GP,1,16,1,services,services,0,1,1,5,5,10,10,16,5,0,0,0
GP,1,16,1,other,services,0,1,0,4,1,13,13,10,1,0,0,0
GP,1,16,1,teacher,health,0,1,0,3,4,14,13,13,3,0,0,0
GP,1,15,1,services,services,0,1,1,4,2,13,12,12,3,0,0,0
GP,1,16,1,teacher,services,0,1,0,5,1,16,15,16,1.5,0,0,0
GP,0,15,0,other,services,0,1,1,1,3,11,12,12,5,0,0,0
GP,1,16,1,services,other,0,1,0,4,5,10,9,10,1.5,0,1,0
GP,1,15,1,health,services,0,1,0,4,4,11,10,11,2,0,0,0
GP,1,15,1,other,other,0,1,0,4,3,15,15,15,2.5,0,0,0
GP,0,16,1,other,other,0,1,0,4,5,13,11,11,1,0,0,0
GP,0,15,1,other,other,0,1,0,3,3,11,9,10,1,0,1,0
GP,1,15,1,other,other,0,1,1,3,5,13,11,11,3,0,0,0
GP,0,16,1,other,other,0,1,0,5,5,13,13,14,2,0,0,0
GP,1,16,1,other,services,0,1,0,4,5,11,11,11,3,0,0,0
GP,0,15,1,teacher,other,0,1,0,4,5,11,11,11,2.5,0,0,0
GP,0,15,1,teacher,other,0,1,0,3,1,12,11,11,1,0,0,0
GP,1,16,1,other,other,0,1,1,5,3,13,13,13,2,0,0,0
GP,0,17,1,other,other,0,0,0,4,3,9,9,10,1,1,1,0
GP,1,16,1,at_home,other,0,1,0,2,3,12,11,11,1.5,0,0,0
GP,0,15,1,other,services,0,1,1,3,3,11,11,12,2,0,0,0
GP,0,15,1,other,other,0,1,0,5,5,10,9,9,1.5,0,1,1
GP,1,15,1,services,other,0,1,0,4,5,12,11,11,1,0,0,0
GP,0,15,1,services,services,1,1,0,5,4,13,12,13,2,0,0,0
GP,1,15,1,other,other,0,1,0,4,4,13,12,12,2.5,0,0,0
GP,1,15,1,services,services,0,1,1,4,5,12,11,12,2.5,0,0,0
GP,1,16,1,at_home,other,0,1,0,4,2,13,11,11,1.5,0,0,0
GP,1,15,1,other,other,0,1,0,5,1,15,15,15,2,0,0,0
GP,0,16,1,services,other,0,1,0,4,3,12,10,11,1,0,0,0
GP,0,16,0,teacher,health,0,1,0,4,5,9,9,10,4,1,1,0
GP,1,16,1,other,other,0,1,1,4,4,9,11,11,2,1,0,0
GP,1,15,1,services,other,0,1,0,4,1,14,13,13,2,0,0,0
GP,1,16,1,other,other,0,1,0,3,2,12,13,12,2.5,0,0,0
GP,1,16,1,teacher,services,0,1,0,5,1,13,14,14,1,0,0,0
GP,0,15,1,services,health,0,1,0,4,4,11,12,12,1,0,0,0
GP,1,15,1,at_home,other,1,1,0,3,1,13,13,13,1,0,0,0
GP,0,16,1,services,other,1,1,0,3,4,9,11,11,1,1,0,0
GP,1,16,1,other,other,0,1,1,4,5,13,12,12,1,0,0,0
GP,1,16,1,other,other,0,1,0,5,1,12,13,13,1.5,0,0,0
GP,1,16,1,other,at_home,0,1,0,5,3,12,13,13,1,0,0,0
GP,0,16,1,services,services,0,1,0,4,4,9,9,8,5,1,1,1
GP,0,16,1,services,teacher,0,1,1,4,4,16,16,16,1,0,0,0
GP,0,15,1,services,other,1,1,0,5,5,12,13,12,1,0,0,0
GP,1,15,1,services,other,0,1,0,4,2,11,10,10,1,0,0,0
GP,0,15,0,services,other,0,1,0,5,1,16,16,16,1,0,0,0
GP,1,15,0,other,health,0,1,0,4,4,10,10,10,1,0,0,0
GP,1,15,1,other,other,0,1,0,5,3,10,10,10,1,0,0,0
GP,0,16,1,services,other,0,1,0,5,5,13,14,14,1,0,0,0
GP,0,15,1,other,other,0,1,1,1,1,12,10,11,4,0,0,0
GP,1,16,1,health,health,0,1,1,5,4,15,15,14,1,0,0,0
GP,0,15,0,teacher,teacher,0,1,0,5,4,13,14,14,1,0,0,0
GP,1,16,1,services,other,0,1,0,4,2,11,11,11,1,0,0,0
GP,1,16,1,at_home,other,0,1,0,3,5,8,10,10,1,1,0,0
GP,0,15,1,teacher,other,0,1,0,3,3,18,17,18,1,0,0,0
GP,0,15,1,health,services,0,1,1,5,5,10,9,10,1,0,1,0
GP,0,16,1,teacher,teacher,0,1,0,5,5,16,14,14,1.5,0,0,0
GP,0,15,1,other,teacher,0,1,0,4,2,16,15,16,1,0,0,0
GP,0,16,1,other,services,0,1,0,5,5,14,14,15,1,0,0,0
GP,0,17,1,other,other,0,1,0,5,5,12,11,11,2.5,0,0,0
GP,0,15,1,other,other,0,1,0,3,4,14,13,14,1.5,0,0,0
GP,1,15,1,at_home,services,0,1,0,3,1,14,14,14,1.5,0,0,0
GP,0,15,1,services,services,0,1,0,5,5,14,13,13,1.5,0,0,0
GP,1,16,1,other,health,0,1,1,4,5,14,12,13,1.5,0,0,0
GP,0,16,1,health,other,0,1,0,3,5,12,13,13,2.5,0,0,0
GP,1,16,1,other,other,0,1,1,5,5,12,11,11,1,0,0,0
GP,0,15,1,services,services,0,1,0,5,5,9,9,9,2.5,1,1,1
GP,1,15,0,other,other,0,1,1,5,1,10,11,11,1,0,0,0
GP,1,19,1,at_home,other,0,0,0,3,5,9,10,11,1,1,0,0
GP,0,16,1,teacher,teacher,0,1,0,3,4,14,14,15,3.5,0,0,0
GP,0,16,1,other,other,0,1,1,3,1,13,12,13,2,0,0,0
GP,1,15,1,services,teacher,0,1,1,4,5,10,11,12,2,0,0,0
GP,1,18,1,services,other,0,0,1,5,5,10,9,8,2,0,1,1
GP,1,17,0,other,other,0,1,0,3,5,11,10,11,1.5,0,0,0
GP,1,15,1,at_home,other,0,1,1,4,4,11,12,13,1.5,0,0,0
GP,1,17,1,other,other,0,1,1,3,5,13,12,12,2,0,0,0
GP,1,16,0,services,other,0,1,0,3,5,15,13,14,2.5,0,0,0
GP,0,16,1,at_home,other,0,1,0,3,2,9,9,11,1,1,1,0
GP,1,16,0,other,other,0,1,0,5,5,13,11,11,1,0,0,0
GP,0,15,1,at_home,teacher,0,1,1,5,5,12,11,11,1,0,0,0
GP,1,15,1,services,at_home,0,1,1,4,5,13,14,15,1,0,0,0
GP,0,17,1,at_home,other,0,1,0,5,5,10,9,10,3,0,1,0
GP,1,16,1,at_home,other,0,1,0,5,3,14,13,13,1,0,0,0
GP,0,18,1,services,services,0,1,1,3,4,11,11,12,4.5,0,0,0
GP,1,18,0,other,services,0,1,1,4,5,12,11,11,3,0,0,0
GP,1,16,1,other,services,0,1,1,3,1,12,11,11,1.5,0,0,0
GP,1,16,0,other,other,0,1,1,4,5,9,9,10,1,1,1,0
GP,0,16,1,services,other,0,1,1,4,5,10,10,10,2,0,0,0
GP,1,15,1,teacher,teacher,0,1,0,4,5,13,14,14,1,0,0,0
GP,1,15,1,other,other,0,1,1,5,1,8,9,9,1,1,1,1
GP,0,15,1,teacher,services,0,1,0,2,3,9,11,11,1,1,0,0
GP,1,15,0,services,services,0,1,1,1,1,9,8,9,2.5,1,1,1
GP,0,16,1,services,services,0,1,0,5,5,15,13,13,2,0,0,0
GP,0,16,1,services,services,0,1,0,2,2,12,11,11,2,0,0,0
GP,1,15,1,teacher,services,0,1,0,4,5,13,13,13,1,0,0,0
GP,1,16,1,at_home,at_home,0,1,0,3,1,10,11,11,3,0,0,0
GP,0,17,1,other,other,0,1,0,5,5,9,7,6,1.5,1,1,1
GP,1,15,1,other,services,0,1,0,4,5,12,12,12,1.5,0,0,0
GP,1,15,0,at_home,other,0,0,1,4,5,11,10,10,1,0,0,0
GP,1,15,1,health,services,0,1,0,3,3,11,11,11,1,0,0,0
GP,1,15,1,at_home,other,0,1,0,4,5,13,12,13,1,0,0,0
GP,1,15,1,at_home,services,0,1,1,2,1,11,11,11,3,0,0,0
GP,0,16,1,teacher,teacher,0,0,1,3,5,9,9,8,1.5,1,1,1
GP,0,15,0,services,other,0,1,0,4,5,12,11,11,3.5,0,0,0
GP,0,18,1,other,other,0,0,1,2,4,11,9,0,3.5,0,1,1
GP,0,16,1,at_home,other,0,1,1,4,5,9,10,10,4,1,0,0
GP,1,15,1,services,services,1,1,1,4,3,13,13,13,2.5,0,0,0
GP,0,19,1,services,at_home,0,0,1,4,4,11,9,11,1,0,1,0
GP,1,17,1,other,teacher,0,1,1,4,4,13,13,13,1,0,0,0
GP,0,15,1,at_home,services,1,1,0,4,1,7,8,8,1,1,1,1
GP,0,17,1,other,other,0,1,0,2,5,9,8,10,3,1,1,0
GP,1,18,1,at_home,other,0,1,0,5,4,11,10,11,3,0,0,0
GP,0,16,1,at_home,other,0,1,0,4,3,12,10,11,1.5,0,0,0
GP,0,16,1,other,services,0,1,1,4,5,10,10,1,4,0,0,1
GP,0,16,1,health,services,0,1,0,4,5,9,8,10,4,1,1,0
GP,0,17,1,at_home,other,1,0,1,3,5,8,8,9,2,1,1,1
GP,0,17,1,other,other,0,1,1,4,3,7,6,8,2.5,1,1,1
GP,0,15,1,other,other,0,1,0,4,5,8,9,10,3,1,1,0
GP,0,16,1,at_home,services,0,0,0,5,2,9,8,8,2.5,1,1,1
GP,0,17,1,other,services,0,0,1,5,5,8,8,8,3,1,1,1
GP,0,17,1,services,services,0,0,0,4,2,8,7,8,1,1,1,1
GP,0,16,1,other,other,0,0,0,4,4,9,10,11,3,1,0,0
GP,1,16,1,health,services,0,1,1,4,3,17,17,18,1,0,0,0
GP,1,16,1,other,other,0,1,0,5,4,12,12,13,1,0,0,0
GP,1,16,1,health,health,0,1,1,4,3,16,16,17,1,0,0,0
GP,0,16,1,other,other,0,1,0,3,2,9,9,10,3,1,1,0
GP,0,16,1,other,other,0,1,1,4,3,16,17,18,1,0,0,0
GP,0,17,1,teacher,other,0,1,0,4,5,11,9,10,2,0,1,0
GP,1,16,1,at_home,services,0,1,1,4,3,14,13,13,1,0,0,0
GP,1,16,1,other,other,0,1,0,4,4,14,14,15,1,0,0,0
GP,0,17,1,teacher,other,0,1,0,4,4,10,11,11,4,0,0,0
GP,1,16,1,services,other,0,1,0,3,5,13,12,14,2.5,0,0,0
GP,0,17,1,other,other,0,1,0,4,4,11,9,10,2.5,0,1,0
GP,0,16,1,teacher,services,0,1,1,4,3,10,9,11,3.5,0,1,0
GP,0,17,1,other,other,1,1,1,5,2,11,11,13,1,0,0,0
GP,0,16,1,teacher,other,1,1,0,3,3,11,10,11,2.5,0,0,0
GP,0,16,1,services,other,0,1,1,4,3,11,12,13,1.5,0,0,0
GP,1,17,1,services,services,0,1,0,5,5,17,18,17,2.5,0,0,0
GP,1,17,1,other,other,0,1,1,5,1,14,13,14,2.5,0,0,0
GP,1,16,1,other,other,0,1,0,1,1,14,15,16,1.5,0,0,0
GP,0,17,1,services,services,0,1,1,4,4,11,13,14,2.5,0,0,0
GP,0,16,1,services,services,0,1,1,3,3,10,9,11,1.5,0,1,0
GP,0,16,1,other,other,0,1,1,4,5,13,14,16,1.5,0,0,0
GP,1,17,0,health,other,0,1,1,3,3,12,13,14,2,0,0,0
GP,0,17,1,at_home,other,0,1,0,3,3,9,9,10,3,1,1,0
GP,1,16,1,services,services,0,1,0,4,2,12,12,13,1,0,0,0
GP,1,17,1,at_home,services,0,1,0,5,3,12,11,12,1,0,0,0
GP,0,17,1,at_home,services,0,1,0,4,5,10,11,12,4.5,0,0,0
GP,0,16,1,services,services,0,1,0,4,5,11,10,10,3.5,0,0,0
GP,0,16,1,other,other,0,1,0,5,3,13,12,12,1,0,0,0
GP,1,17,1,services,services,0,1,1,4,5,14,15,16,1,0,0,0
GP,0,17,1,services,teacher,0,1,0,5,5,13,13,14,1.5,0,0,0
GP,0,16,1,teacher,other,0,1,0,3,3,10,11,12,4,0,0,0
GP,1,17,1,services,teacher,0,1,0,4,2,14,15,16,2.5,0,0,0
GP,1,16,1,teacher,teacher,0,1,0,4,3,11,10,11,1.5,0,0,0
GP,1,16,1,health,other,0,1,0,4,2,14,14,15,3,0,0,0
GP,1,16,1,other,other,0,1,0,4,4,11,12,12,2,0,0,0
GP,1,17,1,other,other,0,1,0,4,1,14,15,15,2,0,0,0
GP,1,17,1,other,other,0,1,0,5,3,13,13,13,1.5,0,0,0
GP,1,16,1,services,services,0,1,0,5,5,13,13,13,1,0,0,0
GP,1,17,1,at_home,services,1,1,1,4,5,8,9,8,3.5,1,1,1
GP,1,16,0,services,other,0,1,0,2,4,11,11,12,2,0,0,0
GP,1,16,1,teacher,other,0,1,1,1,1,14,15,15,1,0,0,0
GP,1,16,1,at_home,other,0,1,0,4,5,12,13,13,2.5,0,0,0
GP,1,17,1,teacher,other,0,1,1,4,4,11,12,12,1,0,0,0
GP,1,19,1,other,other,0,1,0,4,3,12,12,12,1.5,0,0,0
GP,0,17,1,services,other,0,1,1,5,3,13,12,12,4.5,0,0,0
GP,1,16,0,other,other,0,1,0,3,4,13,13,13,1,0,0,0
GP,0,18,1,services,other,0,1,0,4,5,12,11,11,3,0,0,0
GP,1,17,1,services,other,0,1,0,5,3,12,11,11,1.5,0,0,0
GP,1,17,1,other,other,0,1,0,4,1,14,16,15,2,0,0,0
GP,1,17,1,other,other,0,1,1,3,1,11,9,10,3,0,1,0
GP,0,18,1,services,health,0,1,0,3,4,10,10,10,3,0,0,0
GP,1,17,1,at_home,other,0,1,0,3,3,12,13,13,2.5,0,0,0
GP,1,17,1,at_home,at_home,0,1,0,4,4,12,12,13,1,0,0,0
GP,1,17,1,at_home,services,0,1,0,4,5,11,10,11,1.5,0,0,0
GP,1,17,1,at_home,other,0,1,1,4,5,12,12,12,1,0,0,0
GP,1,16,1,services,teacher,0,1,0,2,3,13,13,14,1,0,0,0
GP,0,18,1,other,other,1,1,0,3,4,10,9,10,5,0,1,0
GP,1,16,1,teacher,services,0,1,0,5,5,15,16,16,1,0,0,0
GP,1,18,1,other,other,0,1,1,5,4,8,8,8,1,1,1,1
GP,1,17,1,other,other,0,1,0,5,3,17,18,17,2,0,0,0
GP,0,17,1,services,services,0,1,0,5,3,10,11,11,2,0,0,0
GP,0,18,1,at_home,other,0,1,1,4,3,9,10,11,4.5,1,0,0
GP,1,17,0,other,other,0,1,1,3,3,15,15,16,1.5,0,0,0
GP,1,17,1,health,other,0,1,1,3,3,14,12,12,1.5,0,0,0
GP,0,17,1,other,other,0,1,0,4,1,12,13,13,1,0,0,0
GP,0,17,1,teacher,teacher,0,1,1,4,2,13,13,13,2,0,0,0
GP,0,16,1,health,other,0,1,0,4,1,13,13,14,3,0,0,0
GP,0,16,1,other,other,0,1,0,3,5,9,9,9,1,1,1,1
GP,0,16,1,at_home,other,0,1,1,5,2,12,12,12,2,0,0,0
GP,0,17,1,other,other,0,1,1,4,4,16,16,16,5,0,0,0
GP,1,16,1,other,other,0,1,1,4,5,9,10,10,1,1,0,0
GP,1,16,0,other,other,0,1,1,5,5,14,13,13,1.5,0,0,0
GP,1,18,0,services,other,0,1,0,4,3,10,10,10,1,0,0,0
GP,1,18,1,at_home,services,0,1,1,5,5,9,8,10,1,1,1,0
GP,1,18,1,other,other,0,0,0,4,3,8,7,7,1,1,1,1
GP,0,18,1,other,at_home,0,0,1,4,1,7,8,8,2,1,1,1
GP,0,17,1,teacher,teacher,0,1,0,4,5,10,8,9,1.5,0,1,1
GP,1,17,1,other,other,0,1,0,5,3,14,14,15,1,0,0,0
GP,1,17,1,at_home,at_home,0,1,1,4,4,11,10,10,1.5,0,0,0
GP,1,16,1,other,other,0,0,0,5,5,12,11,11,1.5,0,0,0
GP,1,17,1,at_home,services,0,1,0,2,3,13,13,13,1,0,0,0
GP,1,17,0,other,other,0,1,0,5,5,9,9,8,1,1,1,1
GP,0,18,1,other,services,0,0,0,5,2,8,7,8,4,1,1,1
GP,1,17,0,other,other,0,0,0,3,1,11,9,10,1,0,1,0
GP,1,17,1,at_home,other,0,1,0,4,5,15,14,15,2,0,0,0
GP,1,17,0,teacher,other,0,1,0,4,4,15,14,14,1,0,0,0
GP,0,17,1,health,other,0,1,1,2,5,15,15,15,2.5,0,0,0
GP,0,17,0,teacher,other,0,1,0,3,4,12,12,12,2.5,0,0,0
GP,0,16,1,teacher,other,0,1,0,5,3,14,14,15,1,0,0,0
GP,0,16,1,services,services,1,1,0,5,5,14,15,15,1.5,0,0,0
GP,1,17,1,teacher,services,1,1,1,5,5,11,11,12,2.5,0,0,0
GP,0,17,1,other,other,0,1,1,4,1,13,14,15,1,0,0,0
GP,1,17,1,services,other,0,1,1,4,5,11,11,11,2.5,0,0,0
GP,1,17,1,at_home,other,0,1,1,4,4,10,9,10,1,0,1,0
GP,1,18,1,other,other,0,1,1,4,3,12,10,11,1,0,0,0
GP,0,16,1,other,other,0,1,0,4,4,15,16,16,1,0,0,0
GP,1,17,1,other,services,0,1,0,4,5,11,10,11,1.5,0,0,0
GP,0,17,1,other,other,0,1,0,5,2,9,12,13,1,1,0,0
GP,0,22,1,services,services,0,0,1,5,1,7,8,5,5,1,1,1
GP,0,18,1,other,services,0,1,1,4,5,10,9,10,2,0,1,0
GP,0,16,1,other,other,0,1,0,4,5,11,12,11,3,0,0,0
GP,0,18,1,services,other,0,0,0,4,5,7,8,7,3,1,1,1
GP,0,16,1,at_home,other,0,1,0,5,2,9,11,10,2,1,0,0
GP,0,18,1,services,services,0,0,0,3,5,7,8,6,3.5,1,1,1
GP,0,16,1,other,other,0,1,0,3,3,14,13,12,2,0,0,0
GP,0,17,1,other,other,0,1,0,4,5,12,12,13,3,0,0,0
GP,0,17,1,health,other,0,1,0,4,5,9,10,10,1.5,1,0,0
GP,1,18,0,other,other,0,1,1,4,5,12,12,13,2,0,0,0
GP,1,17,1,teacher,services,0,1,0,4,4,14,15,17,1,0,0,0
GP,1,19,1,services,services,0,1,0,4,5,10,10,11,1,0,0,0
GP,0,18,1,services,other,0,0,0,4,5,11,10,11,4,0,0,0
GP,1,17,1,other,other,0,1,0,4,5,11,12,14,2,0,0,0
GP,1,18,1,other,at_home,0,1,0,4,3,11,12,14,2.5,0,0,0
GP,1,18,1,other,other,0,1,0,3,5,11,11,13,1,0,0,0
GP,0,19,0,services,at_home,0,1,0,4,1,11,13,14,1,0,0,0
GP,0,18,1,other,other,0,1,0,5,4,16,16,16,1.5,0,0,0
GP,0,17,1,other,services,0,0,0,5,4,9,10,10,1,1,0,0
GP,1,17,1,services,services,0,1,1,3,2,10,11,12,1,0,0,0
GP,1,20,1,other,other,1,0,1,1,2,10,12,12,1.5,0,0,0
GP,1,18,1,services,other,0,1,1,3,2,15,15,15,2,0,0,0
GP,0,18,1,teacher,other,0,1,0,4,3,10,10,11,1,0,0,0
GP,0,18,1,other,other,0,1,0,5,3,10,11,12,1,0,0,0
GP,1,17,1,other,other,0,1,0,3,4,15,12,13,1,0,0,0
GP,1,18,1,at_home,services,0,1,1,4,3,11,12,13,1,0,0,0
GP,0,17,1,other,other,0,0,0,4,4,8,8,9,2.5,1,1,1
GP,0,18,0,other,other,0,1,0,4,1,15,16,16,3.5,0,0,0
GP,0,17,1,services,other,0,1,1,5,5,11,11,14,3.5,0,0,0
GP,1,18,1,teacher,other,0,1,0,4,4,10,11,12,2,0,0,0
GP,0,18,1,health,other,0,1,1,5,5,10,12,14,2,0,0,0
GP,1,18,1,other,other,0,0,1,4,3,8,9,10,1.5,1,1,0
GP,1,19,1,other,services,0,1,0,4,5,11,12,12,3,0,0,0
GP,1,18,1,other,services,0,1,1,4,2,16,16,16,2,0,0,0
GP,1,18,1,other,other,0,1,0,4,3,13,13,13,1,0,0,0
GP,0,17,1,at_home,at_home,0,1,1,3,1,16,17,18,2,0,0,0
GP,1,18,1,other,other,0,1,1,4,1,14,14,15,1.5,0,0,0
GP,1,17,1,at_home,health,0,1,1,4,1,15,16,16,1,0,0,0
GP,1,17,1,services,other,0,1,1,4,5,12,12,12,2.5,0,0,0
GP,1,18,0,other,services,0,0,1,4,5,12,9,10,1,0,1,0
GP,0,18,1,teacher,services,0,1,0,3,3,11,12,12,2.5,0,0,0
GP,1,18,1,health,health,0,1,1,2,4,14,12,13,1,0,0,0
GP,1,17,1,other,services,0,1,1,4,1,13,15,15,1,0,0,0
